distil_id	bead_batch	bead_revision	bead_set	cell_id	count_cv	count_mean	det_mode	det_plate	det_well	inf_model	pert_dose	pert_dose_unit	pert_id	pert_iname	pert_itime	pert_mfc_desc	pert_time	pert_time_unit	pert_type	pool_id	provenance_code	qc_f_logp	qc_iqr	qc_slope	rna_plate	rna_well	pert_plate
PETER001_HK2_6H_X1.A2_B46:N01	b46	r2	dp52,dp53	HK2	16	115	duo	PETER001_HK2_6H_X1.A2_B46	N01	mlr12k	0.1|0.1|0.5|0.01	uM	Cobicistat|Emtricitabine|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	Cobicistat|Emtricitabine|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6 h	Cobicistat|Emtricitabine|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.2	14.28	51	PETER001_HK2_6H_X1.A2	N01	PETER001
PETER001_HK2_6H_X1.A2_B46:N02	b46	r2	dp52,dp53	HK2	16	113	duo	PETER001_HK2_6H_X1.A2_B46	N02	mlr12k	0.1|0.1|0.5|0.01	uM	Cobicistat|Emtricitabine|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	Cobicistat|Emtricitabine|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6 h	Cobicistat|Emtricitabine|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.3	15.29	53	PETER001_HK2_6H_X1.A2	N02	PETER001
PETER001_HK2_6H_X1.A2_B46:N03	b46	r2	dp52,dp53	HK2	16	114	duo	PETER001_HK2_6H_X1.A2_B46	N03	mlr12k	0.1|0.1|0.5|0.01	uM	Cobicistat|Emtricitabine|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	Cobicistat|Emtricitabine|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6 h	Cobicistat|Emtricitabine|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5	13.69	51	PETER001_HK2_6H_X1.A2	N03	PETER001
PETER001_HK2_6H_X1.A2_B46:N04	b46	r2	dp52,dp53	HK2	16	113	duo	PETER001_HK2_6H_X1.A2_B46	N04	mlr12k	0.1|0.5|0.01	uM	Dolutegravir|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	Dolutegravir|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6 h	Dolutegravir|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.3	16.81	52	PETER001_HK2_6H_X1.A2	N04	PETER001
PETER001_HK2_6H_X1.A2_B46:N05	b46	r2	dp52,dp53	HK2	14	119	duo	PETER001_HK2_6H_X1.A2_B46	N05	mlr12k	0.1|0.5|0.01	uM	Dolutegravir|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	Dolutegravir|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6 h	Dolutegravir|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.5	14.27	51	PETER001_HK2_6H_X1.A2	N05	PETER001
PETER001_HK2_6H_X1.A2_B46:N06	b46	r2	dp52,dp53	HK2	15	117	duo	PETER001_HK2_6H_X1.A2_B46	N06	mlr12k	0.1|0.5|0.01	uM	Dolutegravir|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	Dolutegravir|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6 h	Dolutegravir|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.2	17.25	52	PETER001_HK2_6H_X1.A2	N06	PETER001
PETER001_HK2_6H_X1.A2_B46:N07	b46	r2	dp52,dp53	HK2	14	115	duo	PETER001_HK2_6H_X1.A2_B46	N07	mlr12k	0.1|0.5|0.01	uM	Darunavir|Ritonavir |Morphine sulfate salt pentahydrate	Darunavir|Ritonavir |Morphine sulfate salt pentahydrate	6 h	Darunavir|Ritonavir |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.2	16.21	51	PETER001_HK2_6H_X1.A2	N07	PETER001
PETER001_HK2_6H_X1.A2_B46:N08	b46	r2	dp52,dp53	HK2	16	114	duo	PETER001_HK2_6H_X1.A2_B46	N08	mlr12k	0.1|0.5|0.01	uM	Darunavir|Ritonavir |Morphine sulfate salt pentahydrate	Darunavir|Ritonavir |Morphine sulfate salt pentahydrate	6 h	Darunavir|Ritonavir |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	4.2	19.36	66	PETER001_HK2_6H_X1.A2	N08	PETER001
PETER001_HK2_6H_X1.A2_B46:N09	b46	r2	dp52,dp53	HK2	14	124	duo	PETER001_HK2_6H_X1.A2_B46	N09	mlr12k	0.1|0.5|0.01	uM	Darunavir|Ritonavir |Morphine sulfate salt pentahydrate	Darunavir|Ritonavir |Morphine sulfate salt pentahydrate	6 h	Darunavir|Ritonavir |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	4.4	10.47	58	PETER001_HK2_6H_X1.A2	N09	PETER001
PETER001_HK2_6H_X1.A2_B46:N10	b46	r2	dp52,dp53	HK2	14	118	duo	PETER001_HK2_6H_X1.A2_B46	N10	mlr12k	0.1|0.5|0.01	uM	Elvitegravir|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	Elvitegravir|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6 h	Elvitegravir|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	4.2	8.67	57	PETER001_HK2_6H_X1.A2	N10	PETER001
PETER001_HK2_6H_X1.A2_B46:N11	b46	r2	dp52,dp53	HK2	15	121	duo	PETER001_HK2_6H_X1.A2_B46	N11	mlr12k	0.1|0.5|0.01	uM	Elvitegravir|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	Elvitegravir|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6 h	Elvitegravir|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.4	14.99	50	PETER001_HK2_6H_X1.A2	N11	PETER001
PETER001_HK2_6H_X1.A2_B46:N12	b46	r2	dp52,dp53	HK2	16	114	duo	PETER001_HK2_6H_X1.A2_B46	N12	mlr12k	0.1|0.5|0.01	uM	Elvitegravir|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	Elvitegravir|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6 h	Elvitegravir|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.2	15.27	51	PETER001_HK2_6H_X1.A2	N12	PETER001
PETER001_HK2_6H_X1.A2_B46:N13	b46	r2	dp52,dp53	HK2	14	121	duo	PETER001_HK2_6H_X1.A2_B46	N13	mlr12k	0.1|0.01	uM	Elvitegravir |Morphine sulfate salt pentahydrate	Elvitegravir |Morphine sulfate salt pentahydrate	6 h	Elvitegravir |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5	15.79	51	PETER001_HK2_6H_X1.A2	N13	PETER001
PETER001_HK2_6H_X1.A2_B46:N14	b46	r2	dp52,dp53	HK2	14	116	duo	PETER001_HK2_6H_X1.A2_B46	N14	mlr12k	0.1|0.01	uM	Elvitegravir |Morphine sulfate salt pentahydrate	Elvitegravir |Morphine sulfate salt pentahydrate	6 h	Elvitegravir |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.6	13.8	52	PETER001_HK2_6H_X1.A2	N14	PETER001
PETER001_HK2_6H_X1.A2_B46:N15	b46	r2	dp52,dp53	HK2	14	114	duo	PETER001_HK2_6H_X1.A2_B46	N15	mlr12k	0.1|0.01	uM	Elvitegravir |Morphine sulfate salt pentahydrate	Elvitegravir |Morphine sulfate salt pentahydrate	6 h	Elvitegravir |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.6	16.41	52	PETER001_HK2_6H_X1.A2	N15	PETER001
PETER001_HK2_6H_X1.A2_B46:N16	b46	r2	dp52,dp53	HK2	15	112	duo	PETER001_HK2_6H_X1.A2_B46	N16	mlr12k	0.5|0.01	uM	Bictegravir |Morphine sulfate salt pentahydrate	Bictegravir |Morphine sulfate salt pentahydrate	6 h	Bictegravir |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	6	15.82	52	PETER001_HK2_6H_X1.A2	N16	PETER001
PETER001_HK2_6H_X1.A2_B46:N17	b46	r2	dp52,dp53	HK2	14	122	duo	PETER001_HK2_6H_X1.A2_B46	N17	mlr12k	0.5|0.01	uM	Bictegravir |Morphine sulfate salt pentahydrate	Bictegravir |Morphine sulfate salt pentahydrate	6 h	Bictegravir |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	6	19	52	PETER001_HK2_6H_X1.A2	N17	PETER001
PETER001_HK2_6H_X1.A2_B46:N18	b46	r2	dp52,dp53	HK2	15	107	duo	PETER001_HK2_6H_X1.A2_B46	N18	mlr12k	0.5|0.01	uM	Bictegravir |Morphine sulfate salt pentahydrate	Bictegravir |Morphine sulfate salt pentahydrate	6 h	Bictegravir |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.5	17.82	51	PETER001_HK2_6H_X1.A2	N18	PETER001
PETER001_HK2_6H_X1.A2_B46:N19	b46	r2	dp52,dp53	HK2	14	120	duo	PETER001_HK2_6H_X1.A2_B46	N19	mlr12k	5|0.01	uM	Wortmannin|Morphine sulfate salt pentahydrate	Wortmannin|Morphine sulfate salt pentahydrate	6 h	Wortmannin|Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	4.9	15.28	52	PETER001_HK2_6H_X1.A2	N19	PETER001
PETER001_HK2_6H_X1.A2_B46:N20	b46	r2	dp52,dp53	HK2	16	113	duo	PETER001_HK2_6H_X1.A2_B46	N20	mlr12k	5|0.01	uM	Wortmannin|Morphine sulfate salt pentahydrate	Wortmannin|Morphine sulfate salt pentahydrate	6 h	Wortmannin|Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5	14.32	51	PETER001_HK2_6H_X1.A2	N20	PETER001
PETER001_HK2_6H_X1.A2_B46:N21	b46	r2	dp52,dp53	HK2	16	114	duo	PETER001_HK2_6H_X1.A2_B46	N21	mlr12k	5|0.01	uM	Wortmannin|Morphine sulfate salt pentahydrate	Wortmannin|Morphine sulfate salt pentahydrate	6 h	Wortmannin|Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.2	14.36	51	PETER001_HK2_6H_X1.A2	N21	PETER001
PETER001_HK2_6H_X1.A2_B46:O01	b46	r2	dp52,dp53	HK2	17	108	duo	PETER001_HK2_6H_X1.A2_B46	O01	mlr12k	0.1|0.1|0.5|0.01	uM	Elvitegravir|Emtricitabine|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	Elvitegravir|Emtricitabine|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6 h	Elvitegravir|Emtricitabine|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.7	15.05	50	PETER001_HK2_6H_X1.A2	O01	PETER001
PETER001_HK2_6H_X1.A2_B46:O02	b46	r2	dp52,dp53	HK2	15	115	duo	PETER001_HK2_6H_X1.A2_B46	O02	mlr12k	0.1|0.1|0.5|0.01	uM	Elvitegravir|Emtricitabine|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	Elvitegravir|Emtricitabine|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6 h	Elvitegravir|Emtricitabine|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.4	10.75	55	PETER001_HK2_6H_X1.A2	O02	PETER001
PETER001_HK2_6H_X1.A2_B46:O03	b46	r2	dp52,dp53	HK2	16	114	duo	PETER001_HK2_6H_X1.A2_B46	O03	mlr12k	0.1|0.1|0.5|0.01	uM	Elvitegravir|Emtricitabine|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	Elvitegravir|Emtricitabine|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6 h	Elvitegravir|Emtricitabine|Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.6	14.68	51	PETER001_HK2_6H_X1.A2	O03	PETER001
PETER001_HK2_6H_X1.A2_B46:O04	b46	r2	dp52,dp53	HK2	16	105	duo	PETER001_HK2_6H_X1.A2_B46	O04	mlr12k	0.1|0.1|0.5|0.01	uM	Darunavir|Emtricitabine|Ritonavir |Morphine sulfate salt pentahydrate	Darunavir|Emtricitabine|Ritonavir |Morphine sulfate salt pentahydrate	6 h	Darunavir|Emtricitabine|Ritonavir |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	6.1	17.28	52	PETER001_HK2_6H_X1.A2	O04	PETER001
PETER001_HK2_6H_X1.A2_B46:O05	b46	r2	dp52,dp53	HK2	14	124	duo	PETER001_HK2_6H_X1.A2_B46	O05	mlr12k	0.1|0.1|0.5|0.01	uM	Darunavir|Emtricitabine|Ritonavir |Morphine sulfate salt pentahydrate	Darunavir|Emtricitabine|Ritonavir |Morphine sulfate salt pentahydrate	6 h	Darunavir|Emtricitabine|Ritonavir |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	4	10.09	60	PETER001_HK2_6H_X1.A2	O05	PETER001
PETER001_HK2_6H_X1.A2_B46:O06	b46	r2	dp52,dp53	HK2	14	113	duo	PETER001_HK2_6H_X1.A2_B46	O06	mlr12k	0.1|0.1|0.5|0.01	uM	Darunavir|Emtricitabine|Ritonavir |Morphine sulfate salt pentahydrate	Darunavir|Emtricitabine|Ritonavir |Morphine sulfate salt pentahydrate	6 h	Darunavir|Emtricitabine|Ritonavir |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	4.1	9.41	60	PETER001_HK2_6H_X1.A2	O06	PETER001
PETER001_HK2_6H_X1.A2_B46:O07	b46	r2	dp52,dp53	HK2	14	111	duo	PETER001_HK2_6H_X1.A2_B46	O07	mlr12k	0.1|0.5|0.1|0.01	uM	Emtricitabine|Ritonavir|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	Emtricitabine|Ritonavir|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	6 h	Emtricitabine|Ritonavir|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.1	10.05	53	PETER001_HK2_6H_X1.A2	O07	PETER001
PETER001_HK2_6H_X1.A2_B46:O08	b46	r2	dp52,dp53	HK2	14	113	duo	PETER001_HK2_6H_X1.A2_B46	O08	mlr12k	0.1|0.5|0.1|0.01	uM	Emtricitabine|Ritonavir|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	Emtricitabine|Ritonavir|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	6 h	Emtricitabine|Ritonavir|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.6	15.69	51	PETER001_HK2_6H_X1.A2	O08	PETER001
PETER001_HK2_6H_X1.A2_B46:O09	b46	r2	dp52,dp53	HK2	15	122	duo	PETER001_HK2_6H_X1.A2_B46	O09	mlr12k	0.1|0.5|0.1|0.01	uM	Emtricitabine|Ritonavir|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	Emtricitabine|Ritonavir|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	6 h	Emtricitabine|Ritonavir|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.4	14.64	51	PETER001_HK2_6H_X1.A2	O09	PETER001
PETER001_HK2_6H_X1.A2_B46:O10	b46	r2	dp52,dp53	HK2	15	111	duo	PETER001_HK2_6H_X1.A2_B46	O10	mlr12k	0.1|0.5|0.1|0.01	uM	Darunavir|Ritonavir|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	Darunavir|Ritonavir|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	6 h	Darunavir|Ritonavir|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.6	15.73	51	PETER001_HK2_6H_X1.A2	O10	PETER001
PETER001_HK2_6H_X1.A2_B46:O11	b46	r2	dp52,dp53	HK2	15	117	duo	PETER001_HK2_6H_X1.A2_B46	O11	mlr12k	0.1|0.5|0.1|0.01	uM	Darunavir|Ritonavir|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	Darunavir|Ritonavir|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	6 h	Darunavir|Ritonavir|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.3	15.66	50	PETER001_HK2_6H_X1.A2	O11	PETER001
PETER001_HK2_6H_X1.A2_B46:O12	b46	r2	dp52,dp53	HK2	15	113	duo	PETER001_HK2_6H_X1.A2_B46	O12	mlr12k	0.1|0.5|0.1|0.01	uM	Darunavir|Ritonavir|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	Darunavir|Ritonavir|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	6 h	Darunavir|Ritonavir|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	3.4	15.49	56	PETER001_HK2_6H_X1.A2	O12	PETER001
PETER001_HK2_6H_X1.A2_B46:O13	b46	r2	dp52,dp53	HK2	14	113	duo	PETER001_HK2_6H_X1.A2_B46	O13	mlr12k	0.1|0.1|0.1|0.01	uM	Darunavir|Emtricitabine|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	Darunavir|Emtricitabine|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	6 h	Darunavir|Emtricitabine|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	4.4	9.26	58	PETER001_HK2_6H_X1.A2	O13	PETER001
PETER001_HK2_6H_X1.A2_B46:O14	b46	r2	dp52,dp53	HK2	14	115	duo	PETER001_HK2_6H_X1.A2_B46	O14	mlr12k	0.1|0.1|0.1|0.01	uM	Darunavir|Emtricitabine|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	Darunavir|Emtricitabine|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	6 h	Darunavir|Emtricitabine|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	4.8	10.29	56	PETER001_HK2_6H_X1.A2	O14	PETER001
PETER001_HK2_6H_X1.A2_B46:O15	b46	r2	dp52,dp53	HK2	14	112	duo	PETER001_HK2_6H_X1.A2_B46	O15	mlr12k	0.1|0.1|0.1|0.01	uM	Darunavir|Emtricitabine|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	Darunavir|Emtricitabine|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	6 h	Darunavir|Emtricitabine|Tenofovir Disoproxil Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.3	15.83	51	PETER001_HK2_6H_X1.A2	O15	PETER001
PETER001_HK2_6H_X1.A2_B46:O16	b46	r2	dp52,dp53	HK2	14	116	duo	PETER001_HK2_6H_X1.A2_B46	O16	mlr12k	0.5|0.01	uM	Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6 h	Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.2	9.69	55	PETER001_HK2_6H_X1.A2	O16	PETER001
PETER001_HK2_6H_X1.A2_B46:O17	b46	r2	dp52,dp53	HK2	15	118	duo	PETER001_HK2_6H_X1.A2_B46	O17	mlr12k	0.5|0.01	uM	Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6 h	Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.4	15.88	51	PETER001_HK2_6H_X1.A2	O17	PETER001
PETER001_HK2_6H_X1.A2_B46:O18	b46	r2	dp52,dp53	HK2	15	113	duo	PETER001_HK2_6H_X1.A2_B46	O18	mlr12k	0.5|0.01	uM	Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6 h	Tenofovir Alafenamide Fumarate |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	6	15.17	52	PETER001_HK2_6H_X1.A2	O18	PETER001
PETER001_HK2_6H_X1.A2_B46:O20	b46	r2	dp52,dp53	HK2	15	113	duo	PETER001_HK2_6H_X1.A2_B46	O20	mlr12k	0.5|0.01	uM	DMSO |Morphine sulfate salt pentahydrate	DMSO |Morphine sulfate salt pentahydrate	6 h	DMSO |Morphine sulfate salt pentahydrate	6	h	ctl_vehicle|trt_cp	epsilon	KMV+F2D+INO+QNO	3.9	8.94	60	PETER001_HK2_6H_X1.A2	O20	PETER001
PETER001_HK2_6H_X1.A2_B46:P01	b46	r2	dp52,dp53	HK2	15	118	duo	PETER001_HK2_6H_X1.A2_B46	P01	mlr12k	0.01	uM	Morphine sulfate salt pentahydrate	Morphine sulfate salt pentahydrate	6 h	Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.5	14.92	52	PETER001_HK2_6H_X1.A2	P01	PETER001
PETER001_HK2_6H_X1.A2_B46:P02	b46	r2	dp52,dp53	HK2	16	124	duo	PETER001_HK2_6H_X1.A2_B46	P02	mlr12k	0.01	uM	Morphine sulfate salt pentahydrate	Morphine sulfate salt pentahydrate	6 h	Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5	12.98	51	PETER001_HK2_6H_X1.A2	P02	PETER001
PETER001_HK2_6H_X1.A2_B46:P03	b46	r2	dp52,dp53	HK2	15	113	duo	PETER001_HK2_6H_X1.A2_B46	P03	mlr12k	0.01	uM	Morphine sulfate salt pentahydrate	Morphine sulfate salt pentahydrate	6 h	Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.7	16.71	52	PETER001_HK2_6H_X1.A2	P03	PETER001
PETER001_HK2_6H_X1.A2_B46:P04	b46	r2	dp52,dp53	HK2	15	116	duo	PETER001_HK2_6H_X1.A2_B46	P04	mlr12k	0.1|0.1|0.01	uM	Darunavir|Emtricitabine |Morphine sulfate salt pentahydrate	Darunavir|Emtricitabine |Morphine sulfate salt pentahydrate	6 h	Darunavir|Emtricitabine |Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.7	17.79	52	PETER001_HK2_6H_X1.A2	P04	PETER001
PETER001_HK2_6H_X1.A2_B46:P05	b46	r2	dp52,dp53	HK2	15	121	duo	PETER001_HK2_6H_X1.A2_B46	P05	mlr12k	0.1|0.1|0.01	uM	Darunavir|Emtricitabine|Morphine sulfate salt pentahydrate	Darunavir|Emtricitabine|Morphine sulfate salt pentahydrate	6 h	Darunavir|Emtricitabine|Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.4	17.91	53	PETER001_HK2_6H_X1.A2	P05	PETER001
PETER001_HK2_6H_X1.A2_B46:P06	b46	r2	dp52,dp53	HK2	15	112	duo	PETER001_HK2_6H_X1.A2_B46	P06	mlr12k	0.1|0.1|0.01	uM	Darunavir|Emtricitabine|Morphine sulfate salt pentahydrate	Darunavir|Emtricitabine|Morphine sulfate salt pentahydrate	6 h	Darunavir|Emtricitabine|Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	6.1	18.59	51	PETER001_HK2_6H_X1.A2	P06	PETER001
PETER001_HK2_6H_X1.A2_B46:P07	b46	r2	dp52,dp53	HK2	14	111	duo	PETER001_HK2_6H_X1.A2_B46	P07	mlr12k	0.5|0.1|0.01	uM	Ritonavir|Tenofovir Disoproxil Fumarate|Morphine sulfate salt pentahydrate	Ritonavir|Tenofovir Disoproxil Fumarate|Morphine sulfate salt pentahydrate	6 h	Darunavir|Tenofovir Disoproxil Fumarate|Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.5	16.25	51	PETER001_HK2_6H_X1.A2	P07	PETER001
PETER001_HK2_6H_X1.A2_B46:P08	b46	r2	dp52,dp53	HK2	15	115	duo	PETER001_HK2_6H_X1.A2_B46	P08	mlr12k	0.5|0.1|0.01	uM	Ritonavir|Tenofovir Disoproxil Fumarate|Morphine sulfate salt pentahydrate	Ritonavir|Tenofovir Disoproxil Fumarate|Morphine sulfate salt pentahydrate	6 h	Darunavir|Tenofovir Disoproxil Fumarate|Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	4.9	14.96	52	PETER001_HK2_6H_X1.A2	P08	PETER001
PETER001_HK2_6H_X1.A2_B46:P09	b46	r2	dp52,dp53	HK2	15	121	duo	PETER001_HK2_6H_X1.A2_B46	P09	mlr12k	0.5|0.1|0.01	uM	Ritonavir|Tenofovir Disoproxil Fumarate|Morphine sulfate salt pentahydrate	Ritonavir|Tenofovir Disoproxil Fumarate|Morphine sulfate salt pentahydrate	6 h	Darunavir|Tenofovir Disoproxil Fumarate|Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.5	17.79	53	PETER001_HK2_6H_X1.A2	P09	PETER001
PETER001_HK2_6H_X1.A2_B46:P10	b46	r2	dp52,dp53	HK2	15	113	duo	PETER001_HK2_6H_X1.A2_B46	P10	mlr12k	0.1|0.1|0.01	uM	Darunavir|Tenofovir Disoproxil Fumarate|Morphine sulfate salt pentahydrate	Darunavir|Tenofovir Disoproxil Fumarate|Morphine sulfate salt pentahydrate	6 h	Darunavir|Tenofovir Disoproxil Fumarate|Morphine sulfate salt pentahydrate	6	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.6	14.86	52	PETER001_HK2_6H_X1.A2	P10	PETER001
